learn_id,pokemon_id,move_id,pokemon_name_en,move_name_en,gen,method,learn_level
3105,37,417,Vulpix,Imprison,9,level_up,36
3106,37,255,Vulpix,Fire Spin,9,level_up,40
3107,37,683,Vulpix,Safeguard,9,level_up,44
3108,37,420,Vulpix,Inferno,9,level_up,48
3109,37,250,Vulpix,Fire Blast,9,level_up,52
3110,37,45,Vulpix,Baby-Doll Eyes,9,egg,1
3111,37,259,Vulpix,Flail,9,egg,1
3112,37,261,Vulpix,Flame Charge,9,egg,1
3113,37,376,Vulpix,Healing Wish,9,egg,1
3114,37,393,Vulpix,Howl,9,egg,1
3115,37,405,Vulpix,Hypnosis,9,egg,1
3116,37,512,Vulpix,Memento,9,egg,1
3117,37,664,Vulpix,Roar,9,egg,1
3118,37,835,Vulpix,Take Down,9,TM,0
3119,37,111,Vulpix,Charm,9,TM,0
3120,37,13,Vulpix,Agility,9,TM,0
3121,37,616,Vulpix,Protect,9,TM,0
3122,37,131,Vulpix,Confuse Ray,9,TM,0
3123,37,255,Vulpix,Fire Spin,9,TM,0
3124,37,234,Vulpix,Facade,9,TM,0
3125,37,383,Vulpix,Hex,9,TM,0
3126,37,750,Vulpix,Snarl,9,TM,0
3127,37,823,Vulpix,Swift,9,TM,0
3128,37,261,Vulpix,Flame Charge,9,TM,0
3129,37,223,Vulpix,Endure,9,TM,0
3130,37,810,Vulpix,Sunny Day,9,TM,0
3131,37,168,Vulpix,Dig,9,TM,0
3132,37,932,Vulpix,Zen Headbutt,9,TM,0
3133,37,284,Vulpix,Foul Play,9,TM,0
3134,37,75,Vulpix,Body Slam,9,TM,0
3135,37,740,Vulpix,Sleep Talk,9,TM,0
3136,37,656,Vulpix,Rest,9,TM,0
3137,37,417,Vulpix,Imprison,9,TM,0
3138,37,156,Vulpix,Dark Pulse,9,TM,0
3139,37,807,Vulpix,Substitute,9,TM,0
3140,37,919,Vulpix,Will-O-Wisp,9,TM,0
3141,37,380,Vulpix,Heat Wave,9,TM,0
3142,37,224,Vulpix,Energy Ball,9,TM,0
3143,37,221,Vulpix,Encore,9,TM,0
3144,37,263,Vulpix,Flamethrower,9,TM,0
3145,37,382,Vulpix,Helping Hand,9,TM,0
3146,37,51,Vulpix,Baton Pass,9,TM,0
3147,37,549,Vulpix,Nasty Plot,9,TM,0
3148,37,250,Vulpix,Fire Blast,9,TM,0
3149,37,574,Vulpix,Overheat,9,TM,0
3150,37,264,Vulpix,Flare Blitz,9,TM,0
3151,37,847,Vulpix,Tera Blast,9,TM,0
3152,37,664,Vulpix,Roar,9,TM,0
3153,37,776,Vulpix,Spite,9,TM,0
3154,37,911,Vulpix,Weather Ball,9,TM,0
3155,37,101,Vulpix,Burning Jealousy,9,TM,0
3156,37,575,Vulpix,Pain Split,9,TM,0
3157,37,619,Vulpix,Psych Up,9,TM,0
3158,37,183,Vulpix,Double-Edge,9,TM,0
3159,38,263,Ninetales,Flamethrower,9,level_up,1
3160,38,637,Ninetales,Quick Attack,9,level_up,1
3161,38,833,Ninetales,Tail Whip,9,level_up,1
3162,38,159,Ninetales,Dazzling Gleam,9,evolution,0
3163,38,131,Ninetales,Confuse Ray,9,transfer,0
3164,38,170,Ninetales,Disable,9,transfer,0
3165,38,220,Ninetales,Ember,9,transfer,0
3166,38,231,Ninetales,Extrasensory,9,transfer,0
3167,38,250,Ninetales,Fire Blast,9,transfer,0
3168,38,255,Ninetales,Fire Spin,9,transfer,0
3169,38,417,Ninetales,Imprison,9,transfer,0
3170,38,418,Ninetales,Incinerate,9,transfer,0
3171,38,420,Ninetales,Inferno,9,transfer,0
3172,38,549,Ninetales,Nasty Plot,9,transfer,0
3173,38,683,Ninetales,Safeguard,9,transfer,0
3174,38,776,Ninetales,Spite,9,transfer,0
3175,38,919,Ninetales,Will-O-Wisp,9,transfer,0
3176,38,835,Ninetales,Take Down,9,egg,1
3177,38,111,Ninetales,Charm,9,egg,1
3178,38,238,Ninetales,Fake Tears,9,egg,1
3179,38,13,Ninetales,Agility,9,egg,1
3180,38,616,Ninetales,Protect,9,egg,1
3181,38,131,Ninetales,Confuse Ray,9,egg,1
3182,38,255,Ninetales,Fire Spin,9,egg,1
3183,38,234,Ninetales,Facade,9,egg,1
3184,38,383,Ninetales,Hex,9,egg,1
3185,38,750,Ninetales,Snarl,9,egg,1
3186,38,823,Ninetales,Swift,9,egg,1
3187,38,261,Ninetales,Flame Charge,9,egg,1
3188,38,796,Ninetales,Stored Power,9,egg,1
3189,38,556,Ninetales,Night Shade,9,egg,1
3190,38,223,Ninetales,Endure,9,egg,1
3191,38,810,Ninetales,Sunny Day,9,egg,1
3192,38,628,Ninetales,Psyshock,9,egg,1
3193,38,168,Ninetales,Dig,9,egg,1
3194,38,932,Ninetales,Zen Headbutt,9,egg,1
3195,38,284,Ninetales,Foul Play,9,egg,1
3196,38,75,Ninetales,Body Slam,9,egg,1
3197,38,740,Ninetales,Sleep Talk,9,egg,1
3198,38,656,Ninetales,Rest,9,egg,1
3199,38,417,Ninetales,Imprison,9,egg,1
3200,38,156,Ninetales,Dark Pulse,9,egg,1
3201,38,807,Ninetales,Substitute,9,egg,1
3202,38,919,Ninetales,Will-O-Wisp,9,egg,1
3203,38,705,Ninetales,Shadow Ball,9,egg,1
3204,38,380,Ninetales,Heat Wave,9,egg,1
3205,38,224,Ninetales,Energy Ball,9,egg,1
3206,38,221,Ninetales,Encore,9,egg,1
3207,38,263,Ninetales,Flamethrower,9,egg,1
3208,38,103,Ninetales,Calm Mind,9,egg,1
3209,38,382,Ninetales,Helping Hand,9,egg,1
3210,38,51,Ninetales,Baton Pass,9,egg,1
3211,38,549,Ninetales,Nasty Plot,9,egg,1
3212,38,250,Ninetales,Fire Blast,9,egg,1
3213,38,337,Ninetales,Giga Impact,9,egg,1
3214,38,574,Ninetales,Overheat,9,egg,1
3215,38,399,Ninetales,Hyper Beam,9,egg,1
3216,38,264,Ninetales,Flare Blitz,9,egg,1
3217,38,757,Ninetales,Solar Beam,9,egg,1
3218,38,847,Ninetales,Tera Blast,9,egg,1
3219,38,664,Ninetales,Roar,9,egg,1
3220,38,776,Ninetales,Spite,9,egg,1
3221,38,911,Ninetales,Weather Ball,9,egg,1
3222,38,101,Ninetales,Burning Jealousy,9,egg,1
3223,38,575,Ninetales,Pain Split,9,egg,1
3224,38,619,Ninetales,Psych Up,9,egg,1
3225,38,183,Ninetales,Double-Edge,9,egg,1
3226,38,694,Ninetales,Scorching Sands,9,egg,1
3227,38,835,Ninetales,Take Down,9,TM,0
3228,38,111,Ninetales,Charm,9,TM,0
3229,38,238,Ninetales,Fake Tears,9,TM,0
3230,38,13,Ninetales,Agility,9,TM,0
3231,38,616,Ninetales,Protect,9,TM,0
3232,38,131,Ninetales,Confuse Ray,9,TM,0
3233,38,255,Ninetales,Fire Spin,9,TM,0
3234,38,234,Ninetales,Facade,9,TM,0
3235,38,383,Ninetales,Hex,9,TM,0
3236,38,750,Ninetales,Snarl,9,TM,0
3237,38,823,Ninetales,Swift,9,TM,0
3238,38,261,Ninetales,Flame Charge,9,TM,0
3239,38,796,Ninetales,Stored Power,9,TM,0
3240,38,556,Ninetales,Night Shade,9,TM,0
3241,38,223,Ninetales,Endure,9,TM,0
3242,38,810,Ninetales,Sunny Day,9,TM,0
3243,38,628,Ninetales,Psyshock,9,TM,0
3244,38,168,Ninetales,Dig,9,TM,0
3245,38,932,Ninetales,Zen Headbutt,9,TM,0
3246,38,284,Ninetales,Foul Play,9,TM,0
3247,38,75,Ninetales,Body Slam,9,TM,0
3248,38,740,Ninetales,Sleep Talk,9,TM,0
3249,38,656,Ninetales,Rest,9,TM,0
3250,38,417,Ninetales,Imprison,9,TM,0
3251,38,156,Ninetales,Dark Pulse,9,TM,0
3252,38,807,Ninetales,Substitute,9,TM,0
3253,38,919,Ninetales,Will-O-Wisp,9,TM,0
3254,38,705,Ninetales,Shadow Ball,9,TM,0
3255,38,380,Ninetales,Heat Wave,9,TM,0
3256,38,224,Ninetales,Energy Ball,9,TM,0
3257,38,221,Ninetales,Encore,9,TM,0
3258,38,263,Ninetales,Flamethrower,9,TM,0
3259,38,103,Ninetales,Calm Mind,9,TM,0
3260,38,382,Ninetales,Helping Hand,9,TM,0
3261,38,51,Ninetales,Baton Pass,9,TM,0
3262,38,549,Ninetales,Nasty Plot,9,TM,0
3263,38,250,Ninetales,Fire Blast,9,TM,0
3264,38,337,Ninetales,Giga Impact,9,TM,0
3265,38,574,Ninetales,Overheat,9,TM,0
3266,38,399,Ninetales,Hyper Beam,9,TM,0
3267,38,264,Ninetales,Flare Blitz,9,TM,0
3268,38,757,Ninetales,Solar Beam,9,TM,0
3269,38,847,Ninetales,Tera Blast,9,TM,0
3270,38,664,Ninetales,Roar,9,TM,0
3271,38,776,Ninetales,Spite,9,TM,0
3272,38,911,Ninetales,Weather Ball,9,TM,0
3273,38,101,Ninetales,Burning Jealousy,9,TM,0
3274,38,575,Ninetales,Pain Split,9,TM,0
3275,38,619,Ninetales,Psych Up,9,TM,0
3276,38,183,Ninetales,Double-Edge,9,TM,0
3277,38,694,Ninetales,Scorching Sands,9,TM,0
3278,39,111,Jigglypuff,Charm,9,level_up,1
3279,39,137,Jigglypuff,Copycat,9,level_up,1
3280,39,162,Jigglypuff,Defense Curl,9,level_up,1
3281,39,170,Jigglypuff,Disable,9,level_up,1
3282,39,171,Jigglypuff,Disarming Voice,9,level_up,1
3283,39,602,Jigglypuff,Pound,9,level_up,1
3284,39,726,Jigglypuff,Sing,9,level_up,1
3285,39,821,Jigglypuff,Sweet Kiss,9,level_up,1
3286,39,209,Jigglypuff,Echoed Voice,9,level_up,4
3287,39,146,Jigglypuff,Covet,9,level_up,8
3288,39,775,Jigglypuff,Spit Up,9,level_up,12
3289,39,790,Jigglypuff,Stockpile,9,level_up,12
3290,39,820,Jigglypuff,Swallow,9,level_up,12
3291,39,679,Jigglypuff,Round,9,level_up,16
3292,39,656,Jigglypuff,Rest,9,level_up,20
3293,39,75,Jigglypuff,Body Slam,9,level_up,24
3294,39,523,Jigglypuff,Mimic,9,level_up,28
3295,39,361,Jigglypuff,Gyro Ball,9,level_up,32
3296,39,402,Jigglypuff,Hyper Voice,9,level_up,36
3297,39,183,Jigglypuff,Double-Edge,9,level_up,44
3298,39,146,Jigglypuff,Covet,9,egg,1
3299,39,351,Jigglypuff,Gravity,9,egg,1
3300,39,375,Jigglypuff,Heal Pulse,9,egg,1
3301,39,443,Jigglypuff,Last Resort,9,egg,1
3302,39,581,Jigglypuff,Perish Song,9,egg,1
3303,39,614,Jigglypuff,Present,9,egg,1
3304,39,676,Jigglypuff,Rollout,9,egg,1
3305,39,921,Jigglypuff,Wish,9,egg,1
3306,39,835,Jigglypuff,Take Down,9,TM,0
3307,39,111,Jigglypuff,Charm,9,TM,0
3308,39,238,Jigglypuff,Fake Tears,9,TM,0
3309,39,616,Jigglypuff,Protect,9,TM,0
3310,39,905,Jigglypuff,Water Pulse,9,TM,0
3311,39,850,Jigglypuff,Thief,9,TM,0
3312,39,171,Jigglypuff,Disarming Voice,9,TM,0
3313,39,872,Jigglypuff,Trailblaze,9,TM,0
3314,39,113,Jigglypuff,Chilling Water,9,TM,0
3315,39,234,Jigglypuff,Facade,9,TM,0
3316,39,823,Jigglypuff,Swift,9,TM,0
3317,39,474,Jigglypuff,Magical Leaf,9,TM,0
3318,39,416,Jigglypuff,Icy Wind,9,TM,0
3319,39,198,Jigglypuff,Draining Kiss,9,TM,0
3320,39,796,Jigglypuff,Stored Power,9,TM,0
3321,39,269,Jigglypuff,Fling,9,TM,0
3322,39,223,Jigglypuff,Endure,9,TM,0
3323,39,810,Jigglypuff,Sunny Day,9,TM,0
3324,39,645,Jigglypuff,Rain Dance,9,TM,0
3325,39,688,Jigglypuff,Sandstorm,9,TM,0
3326,39,628,Jigglypuff,Psyshock,9,TM,0
3327,39,168,Jigglypuff,Dig,9,TM,0
3328,39,88,Jigglypuff,Brick Break,9,TM,0
3329,39,932,Jigglypuff,Zen Headbutt,9,TM,0
3330,39,75,Jigglypuff,Body Slam,9,TM,0
3331,39,254,Jigglypuff,Fire Punch,9,TM,0
3332,39,858,Jigglypuff,Thunder Punch,9,TM,0
3333,39,411,Jigglypuff,Ice Punch,9,TM,0
3334,39,740,Jigglypuff,Sleep Talk,9,TM,0
3335,39,197,Jigglypuff,Drain Punch,9,TM,0
3336,39,652,Jigglypuff,Reflect,9,TM,0
3337,39,457,Jigglypuff,Light Screen,9,TM,0
3338,39,159,Jigglypuff,Dazzling Gleam,9,TM,0
3339,39,520,Jigglypuff,Metronome,9,TM,0
3340,39,345,Jigglypuff,Grass Knot,9,TM,0
3341,39,860,Jigglypuff,Thunder Wave,9,TM,0
3342,39,656,Jigglypuff,Rest,9,TM,0
3343,39,838,Jigglypuff,Taunt,9,TM,0
3344,39,74,Jigglypuff,Body Press,9,TM,0
3345,39,156,Jigglypuff,Dark Pulse,9,TM,0
3346,39,730,Jigglypuff,Skill Swap,9,TM,0
3347,39,807,Jigglypuff,Substitute,9,TM,0
3348,39,705,Jigglypuff,Shadow Ball,9,TM,0
3349,39,783,Jigglypuff,Stealth Rock,9,TM,0
3350,39,402,Jigglypuff,Hyper Voice,9,TM,0
3351,39,224,Jigglypuff,Energy Ball,9,TM,0
3352,39,620,Jigglypuff,Psychic,9,TM,0
3353,39,221,Jigglypuff,Encore,9,TM,0
3354,39,413,Jigglypuff,Ice Spinner,9,TM,0
3355,39,263,Jigglypuff,Flamethrower,9,TM,0
3356,39,861,Jigglypuff,Thunderbolt,9,TM,0
3357,39,590,Jigglypuff,Play Rough,9,TM,0
3358,39,19,Jigglypuff,Amnesia,9,TM,0
3359,39,103,Jigglypuff,Calm Mind,9,TM,0
3360,39,382,Jigglypuff,Helping Hand,9,TM,0
3361,39,51,Jigglypuff,Baton Pass,9,TM,0
3362,39,407,Jigglypuff,Ice Beam,9,TM,0
3363,39,534,Jigglypuff,Misty Terrain,9,TM,0
3364,39,549,Jigglypuff,Nasty Plot,9,TM,0
3365,39,250,Jigglypuff,Fire Blast,9,TM,0
3366,39,69,Jigglypuff,Blizzard,9,TM,0
3367,39,917,Jigglypuff,Wild Charge,9,TM,0
3368,39,855,Jigglypuff,Thunder,9,TM,0
3369,39,757,Jigglypuff,Solar Beam,9,TM,0
3370,39,847,Jigglypuff,Tera Blast,9,TM,0
3371,39,351,Jigglypuff,Gravity,9,TM,0
3372,39,361,Jigglypuff,Gyro Ball,9,TM,0
3373,39,438,Jigglypuff,Knock Off,9,TM,0
3374,39,890,Jigglypuff,Uproar,9,TM,0
3375,39,279,Jigglypuff,Focus Punch,9,TM,0
3376,39,533,Jigglypuff,Misty Explosion,9,TM,0
3377,39,575,Jigglypuff,Pain Split,9,TM,0
3378,39,619,Jigglypuff,Psych Up,9,TM,0
3379,39,183,Jigglypuff,Double-Edge,9,TM,0
3380,39,222,Jigglypuff,Endeavor,9,TM,0
3381,39,17,Jigglypuff,Alluring Voice,9,TM,0
3382,39,622,Jigglypuff,Psychic Noise,9,TM,0
3383,39,830,Jigglypuff,Tackle,9,level_up,1
3384,39,676,Jigglypuff,Rollout,9,level_up,10
3385,39,198,Jigglypuff,Draining Kiss,9,level_up,12
3386,39,238,Jigglypuff,Fake Tears,9,level_up,14
3387,39,132,Jigglypuff,Confusion,9,level_up,16
3388,39,234,Jigglypuff,Facade,9,level_up,18
3389,39,835,Jigglypuff,Take Down,9,level_up,20
3390,39,921,Jigglypuff,Wish,9,level_up,40
3391,39,581,Jigglypuff,Perish Song,9,level_up,50
3392,39,535,Jigglypuff,Moonblast,9,level_up,53
3393,39,370,Jigglypuff,Headbutt,9,TM,0
3394,39,704,Jigglypuff,Self-Destruct,9,TM,0
3395,39,726,Jigglypuff,Sing,9,TM,0
3396,39,523,Jigglypuff,Mimic,9,TM,0
3397,39,199,Jigglypuff,Dream Eater,9,TM,0
3398,39,237,Jigglypuff,Fake Out,9,TM,0
3399,39,874,Jigglypuff,Tri Attack,9,TM,0
3400,40,75,Wigglytuff,Body Slam,9,level_up,1
3401,40,111,Wigglytuff,Charm,9,level_up,1
3402,40,137,Wigglytuff,Copycat,9,level_up,1
3403,40,146,Wigglytuff,Covet,9,level_up,1
3404,40,162,Wigglytuff,Defense Curl,9,level_up,1
3405,40,170,Wigglytuff,Disable,9,level_up,1
3406,40,171,Wigglytuff,Disarming Voice,9,level_up,1
3407,40,183,Wigglytuff,Double-Edge,9,level_up,1
3408,40,209,Wigglytuff,Echoed Voice,9,level_up,1
3409,40,361,Wigglytuff,Gyro Ball,9,level_up,1
3410,40,402,Wigglytuff,Hyper Voice,9,level_up,1
3411,40,523,Wigglytuff,Mimic,9,level_up,1
3412,40,602,Wigglytuff,Pound,9,level_up,1
3413,40,656,Wigglytuff,Rest,9,level_up,1
3414,40,679,Wigglytuff,Round,9,level_up,1
3415,40,726,Wigglytuff,Sing,9,level_up,1
3416,40,775,Wigglytuff,Spit Up,9,level_up,1
3417,40,790,Wigglytuff,Stockpile,9,level_up,1
3418,40,820,Wigglytuff,Swallow,9,level_up,1
3419,40,821,Wigglytuff,Sweet Kiss,9,level_up,1
3420,40,590,Wigglytuff,Play Rough,9,level_up,5
3421,40,146,Wigglytuff,Covet,9,egg,1
3422,40,351,Wigglytuff,Gravity,9,egg,1
3423,40,375,Wigglytuff,Heal Pulse,9,egg,1
3424,40,443,Wigglytuff,Last Resort,9,egg,1
3425,40,581,Wigglytuff,Perish Song,9,egg,1
3426,40,614,Wigglytuff,Present,9,egg,1
3427,40,676,Wigglytuff,Rollout,9,egg,1
3428,40,921,Wigglytuff,Wish,9,egg,1
3429,40,835,Wigglytuff,Take Down,9,TM,0
3430,40,111,Wigglytuff,Charm,9,TM,0
3431,40,238,Wigglytuff,Fake Tears,9,TM,0
3432,40,616,Wigglytuff,Protect,9,TM,0
3433,40,905,Wigglytuff,Water Pulse,9,TM,0
3434,40,850,Wigglytuff,Thief,9,TM,0
3435,40,171,Wigglytuff,Disarming Voice,9,TM,0
3436,40,872,Wigglytuff,Trailblaze,9,TM,0
3437,40,113,Wigglytuff,Chilling Water,9,TM,0
3438,40,234,Wigglytuff,Facade,9,TM,0
3439,40,823,Wigglytuff,Swift,9,TM,0
3440,40,474,Wigglytuff,Magical Leaf,9,TM,0
3441,40,416,Wigglytuff,Icy Wind,9,TM,0
3442,40,198,Wigglytuff,Draining Kiss,9,TM,0
3443,40,796,Wigglytuff,Stored Power,9,TM,0
3444,40,269,Wigglytuff,Fling,9,TM,0
3445,40,223,Wigglytuff,Endure,9,TM,0
3446,40,810,Wigglytuff,Sunny Day,9,TM,0
3447,40,645,Wigglytuff,Rain Dance,9,TM,0
3448,40,688,Wigglytuff,Sandstorm,9,TM,0
3449,40,628,Wigglytuff,Psyshock,9,TM,0
3450,40,168,Wigglytuff,Dig,9,TM,0
3451,40,88,Wigglytuff,Brick Break,9,TM,0
3452,40,932,Wigglytuff,Zen Headbutt,9,TM,0
3453,40,75,Wigglytuff,Body Slam,9,TM,0
3454,40,254,Wigglytuff,Fire Punch,9,TM,0
3455,40,858,Wigglytuff,Thunder Punch,9,TM,0
3456,40,411,Wigglytuff,Ice Punch,9,TM,0
3457,40,740,Wigglytuff,Sleep Talk,9,TM,0
3458,40,197,Wigglytuff,Drain Punch,9,TM,0
3459,40,652,Wigglytuff,Reflect,9,TM,0
3460,40,457,Wigglytuff,Light Screen,9,TM,0
3461,40,159,Wigglytuff,Dazzling Gleam,9,TM,0
3462,40,520,Wigglytuff,Metronome,9,TM,0
3463,40,345,Wigglytuff,Grass Knot,9,TM,0
3464,40,860,Wigglytuff,Thunder Wave,9,TM,0
3465,40,656,Wigglytuff,Rest,9,TM,0
3466,40,838,Wigglytuff,Taunt,9,TM,0
3467,40,74,Wigglytuff,Body Press,9,TM,0
3468,40,156,Wigglytuff,Dark Pulse,9,TM,0
3469,40,730,Wigglytuff,Skill Swap,9,TM,0
3470,40,807,Wigglytuff,Substitute,9,TM,0
3471,40,705,Wigglytuff,Shadow Ball,9,TM,0
3472,40,783,Wigglytuff,Stealth Rock,9,TM,0
3473,40,402,Wigglytuff,Hyper Voice,9,TM,0
3474,40,224,Wigglytuff,Energy Ball,9,TM,0
3475,40,620,Wigglytuff,Psychic,9,TM,0
3476,40,221,Wigglytuff,Encore,9,TM,0
3477,40,413,Wigglytuff,Ice Spinner,9,TM,0
3478,40,263,Wigglytuff,Flamethrower,9,TM,0
3479,40,861,Wigglytuff,Thunderbolt,9,TM,0
3480,40,590,Wigglytuff,Play Rough,9,TM,0
3481,40,19,Wigglytuff,Amnesia,9,TM,0
3482,40,103,Wigglytuff,Calm Mind,9,TM,0
3483,40,382,Wigglytuff,Helping Hand,9,TM,0
3484,40,51,Wigglytuff,Baton Pass,9,TM,0
3485,40,407,Wigglytuff,Ice Beam,9,TM,0
3486,40,534,Wigglytuff,Misty Terrain,9,TM,0
3487,40,549,Wigglytuff,Nasty Plot,9,TM,0
3488,40,250,Wigglytuff,Fire Blast,9,TM,0
3489,40,69,Wigglytuff,Blizzard,9,TM,0
3490,40,917,Wigglytuff,Wild Charge,9,TM,0
3491,40,337,Wigglytuff,Giga Impact,9,TM,0
3492,40,277,Wigglytuff,Focus Blast,9,TM,0
3493,40,399,Wigglytuff,Hyper Beam,9,TM,0
3494,40,855,Wigglytuff,Thunder,9,TM,0
3495,40,757,Wigglytuff,Solar Beam,9,TM,0
3496,40,847,Wigglytuff,Tera Blast,9,TM,0
3497,40,351,Wigglytuff,Gravity,9,TM,0
3498,40,361,Wigglytuff,Gyro Ball,9,TM,0
3499,40,438,Wigglytuff,Knock Off,9,TM,0
3500,40,890,Wigglytuff,Uproar,9,TM,0
3501,40,279,Wigglytuff,Focus Punch,9,TM,0
3502,40,533,Wigglytuff,Misty Explosion,9,TM,0
3503,40,575,Wigglytuff,Pain Split,9,TM,0
3504,40,619,Wigglytuff,Psych Up,9,TM,0
3505,40,183,Wigglytuff,Double-Edge,9,TM,0
3506,40,222,Wigglytuff,Endeavor,9,TM,0
3507,40,229,Wigglytuff,Expanding Force,9,TM,0
3508,40,17,Wigglytuff,Alluring Voice,9,TM,0
3509,40,622,Wigglytuff,Psychic Noise,9,TM,0
3510,40,830,Wigglytuff,Tackle,9,level_up,1
3511,40,676,Wigglytuff,Rollout,9,level_up,10
3512,40,198,Wigglytuff,Draining Kiss,9,level_up,12
3513,40,238,Wigglytuff,Fake Tears,9,level_up,14
3514,40,132,Wigglytuff,Confusion,9,level_up,16
3515,40,234,Wigglytuff,Facade,9,level_up,18
3516,40,835,Wigglytuff,Take Down,9,level_up,20
3517,40,921,Wigglytuff,Wish,9,level_up,40
3518,40,581,Wigglytuff,Perish Song,9,level_up,50
3519,40,535,Wigglytuff,Moonblast,9,level_up,53
3520,40,370,Wigglytuff,Headbutt,9,TM,0
3521,40,704,Wigglytuff,Self-Destruct,9,TM,0
3522,40,726,Wigglytuff,Sing,9,TM,0
3523,40,523,Wigglytuff,Mimic,9,TM,0
3524,40,199,Wigglytuff,Dream Eater,9,TM,0
3525,40,237,Wigglytuff,Fake Out,9,TM,0
3526,40,874,Wigglytuff,Tri Attack,9,TM,0
3527,41,2,Zubat,Absorb,9,level_up,1
3528,41,815,Zubat,Supersonic,9,level_up,1
3529,41,360,Zubat,Gust,9,level_up,5
3530,41,61,Zubat,Bite,9,level_up,8
3531,41,920,Zubat,Wing Attack,9,level_up,12
3532,41,637,Zubat,Quick Attack,9,level_up,15
3533,41,913,Zubat,Whirlwind,9,level_up,18
3534,41,405,Zubat,Hypnosis,9,level_up,22
3535,41,367,Zubat,Haze,9,level_up,26
3536,41,131,Zubat,Confuse Ray,9,level_up,30
3537,41,592,Zubat,Poison Fang,9,level_up,34
3538,41,15,Zubat,Air Slash,9,level_up,42
3539,41,450,Zubat,Leech Life,9,level_up,50
3540,41,2,Zubat,Absorb,9,egg,1
3541,41,815,Zubat,Supersonic,9,egg,1
3542,41,360,Zubat,Gust,9,egg,1
3543,41,61,Zubat,Bite,9,egg,1
3544,41,920,Zubat,Wing Attack,9,egg,1
3545,41,637,Zubat,Quick Attack,9,egg,1
3546,41,913,Zubat,Whirlwind,9,egg,1
3547,41,405,Zubat,Hypnosis,9,egg,1
3548,41,367,Zubat,Haze,9,egg,1
3549,41,131,Zubat,Confuse Ray,9,egg,1
3550,41,592,Zubat,Poison Fang,9,egg,1
3551,41,15,Zubat,Air Slash,9,egg,1
3552,41,450,Zubat,Leech Life,9,egg,1
3553,41,2,Zubat,Absorb,9,TM,0
3554,41,815,Zubat,Supersonic,9,TM,0
3555,41,360,Zubat,Gust,9,TM,0
3556,41,61,Zubat,Bite,9,TM,0
3557,41,920,Zubat,Wing Attack,9,TM,0
3558,41,637,Zubat,Quick Attack,9,TM,0
3559,41,913,Zubat,Whirlwind,9,TM,0
3560,41,405,Zubat,Hypnosis,9,TM,0
3561,41,367,Zubat,Haze,9,TM,0
3562,41,131,Zubat,Confuse Ray,9,TM,0
3563,41,592,Zubat,Poison Fang,9,TM,0
3564,41,15,Zubat,Air Slash,9,TM,0
3565,41,450,Zubat,Leech Life,9,TM,0
3566,41,616,Zubat,Protect,9,TM,0
3567,41,151,Zubat,Crunch,9,TM,0
3568,41,823,Zubat,Swift,9,TM,0
3569,41,223,Zubat,Endure,9,TM,0
3570,41,336,Zubat,Giga Drain,9,TM,0
3571,41,275,Zubat,Fly,9,TM,0
3572,41,13,Zubat,Agility,9,TM,0
3573,41,742,Zubat,Sludge Bomb,9,TM,0
3574,41,932,Zubat,Zen Headbutt,9,TM,0
3575,41,380,Zubat,Heat Wave,9,TM,0
3576,41,705,Zubat,Shadow Ball,9,TM,0
3577,41,888,Zubat,U-turn,9,TM,0
3578,41,549,Zubat,Nasty Plot,9,TM,0
3579,41,807,Zubat,Substitute,9,TM,0
3580,41,154,Zubat,Curse,9,TM,0
3581,41,838,Zubat,Taunt,9,TM,0
3582,41,234,Zubat,Facade,9,TM,0
3583,41,569,Zubat,Ominous Wind,9,TM,0
3584,41,204,Zubat,Dual Wingbeat,9,TM,0
3585,41,819,Zubat,Swagger,9,TM,0
3586,41,649,Zubat,Razor Wind,9,TM,0
3587,42,2,Golbat,Absorb,9,level_up,1
3588,42,696,Golbat,Screech,9,level_up,1
3589,42,815,Golbat,Supersonic,9,level_up,1
3590,42,360,Golbat,Gust,9,level_up,5
3591,42,61,Golbat,Bite,9,level_up,8
3592,42,920,Golbat,Wing Attack,9,level_up,12
3593,42,637,Golbat,Quick Attack,9,level_up,15
3594,42,913,Golbat,Whirlwind,9,level_up,18
3595,42,405,Golbat,Hypnosis,9,level_up,22
3596,42,367,Golbat,Haze,9,level_up,26
3597,42,131,Golbat,Confuse Ray,9,level_up,30
3598,42,592,Golbat,Poison Fang,9,level_up,34
3599,42,15,Golbat,Air Slash,9,level_up,42
3600,42,450,Golbat,Leech Life,9,level_up,50
3601,42,2,Golbat,Absorb,9,egg,1
3602,42,696,Golbat,Screech,9,egg,1
3603,42,815,Golbat,Supersonic,9,egg,1
3604,42,360,Golbat,Gust,9,egg,1
3605,42,61,Golbat,Bite,9,egg,1
3606,42,920,Golbat,Wing Attack,9,egg,1
3607,42,637,Golbat,Quick Attack,9,egg,1
3608,42,913,Golbat,Whirlwind,9,egg,1
3609,42,405,Golbat,Hypnosis,9,egg,1
3610,42,367,Golbat,Haze,9,egg,1
3611,42,131,Golbat,Confuse Ray,9,egg,1
3612,42,592,Golbat,Poison Fang,9,egg,1
3613,42,15,Golbat,Air Slash,9,egg,1
3614,42,450,Golbat,Leech Life,9,egg,1
3615,42,2,Golbat,Absorb,9,TM,0
3616,42,696,Golbat,Screech,9,TM,0
3617,42,815,Golbat,Supersonic,9,TM,0
