move_id,name_en,name_cn,type,category,power,accuracy,pp,effect
266,Flash Cannon,加农光炮,Steel,2,80,100,10,Flash Cannon deals damage and has a 10% chance of lowering the target's Special Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
267,Flatter,吹捧,Dark,3,—,100,15,"Flatter confuses the target, and raises its Special Attack by one stage. If one of the two effects cannot be invoked (for example the target is already confused or its Special Attack already raised to the maximum of +6 stages), Flatter still works and will invoke the other effect. Confused Pokémon have a 33% chance of hurting themselves each turn, for 1-4 attacking turns (50% chance in Generations 1-6 ). The damage received is as if the Pokémon attacks itself with a typeless 40 base power Physical attack."
268,Fleur Cannon,花朵加农炮,Fairy,2,130,90,5,Fleur Cannon deals damage but lowers the user's Special Attack by two stages after attacking. Stats can be lowered to a minimum of -6 stages each.
269,Fling,投掷,Dark,1,—,100,10,"Power depends on held item. Z-Move effects When a Pokémon is holding Darkinium Z and uses its Z-Power, Fling turns into Black Hole Eclipse and has base power 100 ."
270,Flip Turn,快速折返,Water,1,60,100,20,"After making its attack, the user rushes back to switch places with a party Pokémon in waiting. Flip Turn is a tutor move available in The Isle of Armor DLC."
271,Floaty Fall,飘飘坠落,Flying,1,90,95,15,"Floaty Fall deals damage and has a 30% chance of causing the target to flinch (if the target has not yet moved). Floaty Fall is a Pikachu-exclusive tutor move from Pokémon Let's Go, along with Zippy Zap and Splishy Splash ."
272,Floral Healing,花疗,Fairy,3,—,—,10,"The user restores the target's HP by up to half of its max HP. It restores more HP when the terrain is grass. Z-Move effects When a Pokémon is holding Fairium Z and uses its Z-Power, Floral Healing turns into Z-Floral Healing and eliminates any stat drops applied to the user, in addition to its usual effect as above."
273,Flower Shield,鲜花防守,Fairy,3,—,—,10,Flower Shield raises the Defense of all Grass-type Pokémon in battle (including opponents) by one stage. Stats can be raised to a maximum of +6 stages each.
274,Flower Trick,千变万花,Grass,1,70,∞,10,Never misses; always results in a critical hit.
275,Fly,飞翔,Flying,1,90,95,15,"The user of Fly will fly up high on the first turn, disappearing from view and becoming invulnerable to most attacks. On the second turn, Fly deals damage. While in the air, the Pokémon can only be hit by the moves Gust , Twister , Thunder , Sky Uppercut and Smack Down , with Gust and Twister dealing twice normal damage. Moves from No Guard Pokémon, or any move following an identify move can also hit for regular power. If the user is holding a Power Herb , Fly executes in one turn."
276,Flying Press,飞身重压,Fighting,1,100,95,10,"Flying Press deals damage. It is a Fighting type move, but deals a combination of Fighting and Flying type damage. This in effect gives the move its own type chart, as shown below. Nor Fir Wat Ele Gra Ice Fig Poi Gro Fly Psy Bug Roc Gho Dra Dar Ste Fai 2 ½ 2 2 2 ½ ½ ½ 0 2 ½ Although Flying Press deals dual type damage, it is still a pure Fighting type move so only gains STAB from Fighting type Pokémon. If the target has used Minimize , Flying Press ignores accuracy and deals double damage."
277,Focus Blast,真气弹,Fighting,2,120,70,5,Focus Blast deals damage and has a 10% chance of lowering the target's Special Defense by one stage. Stats can be lowered to a minimum of -6 stages each.
278,Focus Energy,聚气,Normal,3,—,—,30,"Increases critical hit ratio. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Focus Energy turns into Z-Focus Energy and raises Accuracy one stage, in addition to its usual effect as above."
279,Focus Punch,真气拳,Fighting,1,150,100,20,"The user of Focus Punch will tighten its focus before any other moves are made. If any regular move (with a higher priority than -3) directly hits the focused Pokémon, it loses its focus and flinches, not carrying out the attack. If no direct hits are made, Focus Punch attacks as normal. Moves of lower priority than Focus Punch - for example Avalanche or Dragon Tail - will not cause the user to lose focus. The user will tighten their focus, Focus Punch will attack, then the opponent will use their lower priority move (and in the case of Avalanche , hit with double power)."
280,Follow Me,看我嘛,Normal,3,—,—,20,"In Double Battle, the user takes all the attacks."
281,Force Palm,发劲,Fighting,1,60,100,10,"Force Palm deals damage and has a 30% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
282,Foresight,识破,Normal,3,—,—,40,"Resets opponent's Evasiveness, and allows Normal- and Fighting-type attacks to hit Ghosts. Changes In Generations 2-3 , Foresight has 100% accuracy. Z-Move effects When a Pokémon is holding Normalium Z and uses its Z-Power, Foresight turns into Z-Foresight and raises critical-hit ratio one stage, in addition to its usual effect as above."
283,Forest's Curse,森林咒术,Grass,3,—,100,20,Forest's Curse adds the Grass type to the target. If the target is dual-typed they essentially become a triple-typed Pokémon. It fails if one of the Pokémon's types is already Grass. If the target is under the effect of Trick-or-Treat the Ghost type is replaced by Grass.
284,Foul Play,移花接木,Dark,1,95,100,15,"Foul Play uses the opponent's Attack stat instead of the user's in damage calculation. In other words, the move acts as if the target is attacking themselves, and thus is more powerful when the opponent has higher Attack."
285,Freeze Shock,冰冻伏特,Ice,1,140,90,5,"The user of Freeze Shock will charge on the first turn. On the second turn, it deals damage and has a 30% chance of paralyzing the target. Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed. If the user is holding a Power Herb , Freeze Shock executes in one turn."
286,Freeze-Dry,冷冻干燥,Ice,2,70,100,20,"Freeze-Dry deals damage and has a 10% change of freezing the target. In addition to Ice's usual type advantages, Freeze-Dry is also super-effective against the Water type. This in effect gives the move its own (slightly different) type chart, as shown below: Nor Fir Wat Ele Gra Ice Fig Poi Gro Fly Psy Bug Roc Gho Dra Dar Ste Fai ½ 2 2 ½ 2 2 2 ½"
287,Freezing Glare,冰冷视线,Psychic,2,90,100,10,May freeze opponent.							(10% chance)
288,Freezy Frost,冰冰霜冻,Ice,2,90,100,15,"Freezy Frost deals damage and eliminates stat changes from all Pokémon on the field (similar to Haze ). Freezy Frost is an Eevee-exclusive tutor move from Pokémon Let's Go, along with Bouncy Bubble , Buzzy Buzz , Sizzly Slide , Glitzy Glow , Baddy Bad , Sappy Seed , and Sparkly Swirl ."
289,Frenzy Plant,疯狂植物,Grass,2,150,90,5,"User must recharge next turn. Z-Move effects When a Pokémon is holding Grassium Z and uses its Z-Power, Frenzy Plant turns into Bloom Doom and has base power 200 ."
290,Frost Breath,冰息,Ice,2,60,90,10,"Frost Breath deals damage and always results in a critical hit, increasing its power to 90 . Pokémon with the abilities Battle Armor or Shell Armor , or those under the effect of Lucky Chant are immune to critical hits so Frost Breath will hit them with base power 60."
291,Frustration,迁怒,Normal,1,—,100,20,The power of Frustration is higher when the Pokémon likes its trainer less. The base power varies between 1 (maximum Friendship) and 102 (minimum Friendship). The exact formula is: Pokémon Friendship (aka Happiness) is a value between 0 and 255 ( more details ). Frustration is the counterpart move to Return .
292,Fury Attack,乱击,Normal,1,15,85,20,"Hits Prob. Power 2 3 ⁄ 8 30 3 3 ⁄ 8 45 4 1 ⁄ 8 60 5 1 ⁄ 8 75 Fury Attack hits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit. Each strike of Fury Attack is treated like a separate attack: Each strike can get a critical hit independently. Abilities that activate on contact ( Static , Weak Armor , Iron Barbs etc.) activate for each strike. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage. The Skill Link ability will cause Fury Attack to always hit the maximum number of times."
293,Fury Cutter,连斩,Bug,1,40,95,20,"Fury Cutter deals damage starting at base power 40, and for each successful consecutive hit doubles in power, up to a maximum base power of 160. If the move misses for any reason, the base power resets to 40."
294,Fury Swipes,乱抓,Normal,1,18,80,15,"Hits Prob. Power 2 3 ⁄ 8 36 3 3 ⁄ 8 54 4 1 ⁄ 8 72 5 1 ⁄ 8 90 Fury Swipes hits 2-5 times per turn used. The probability of each interval is shown in the table, with the total power after each hit. Each strike of Fury Swipes is treated like a separate attack: Each strike can get a critical hit independently. Abilities that activate on contact ( Static , Weak Armor , Iron Barbs etc.) activate for each strike. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage. The Skill Link ability will cause Fury Swipes to always hit the maximum number of times."
295,Fusion Bolt,交错闪电,Electric,1,100,100,5,"Fusion Bolt deals damage, and its power doubles to 200 if Fusion Flare has been used before it in the same turn. If this happens Fusion Bolt's animation will change to look more epic."
296,Fusion Flare,交错火焰,Fire,2,100,100,5,"Fusion Flare deals damage, and its power doubles to 200 if Fusion Bolt has been used before it in the same turn. If this happens Fusion Flare's animation will change to look more epic. If the user is frozen, Fusion Flare can be used and will thaw out the Pokémon before attacking."
297,Future Sight,预知未来,Psychic,2,120,100,10,"Future Sight deals damage, but does not hit until two turns after the move is used. If the opponent switched Pokémon in the meantime, the new Pokémon gets hit, with their type and stats taken into account. Future Sight cannot be stopped by Protect , Detect , Endure or the Wonder Guard ability."
298,G-Max Befuddle,超极巨蝶影蛊惑,Bug,—,—,∞,5,"G-Max Befuddle is a G-Max Move from Pokemon Sword and Shield , exclusive to Butterfree . Bug type moves turn into G-Max Befuddle during Gigantamax. G-Max Befuddle deals damage and causes poison, paralysis or sleep to each opponent."
299,G-Max Cannonade,超极巨水炮轰灭,Water,—,—,∞,10,"G-Max Cannonade is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Blastoise . Water type moves turn into G-Max Cannonade during Gigantamax. G-Max Cannonade deals damage and causes all non-Water type opponents to lose 1 ⁄ 6 of their maximum HP after each turn, for 4 turns."
300,G-Max Centiferno,超极巨百火焚野,Fire,—,—,∞,5,"G-Max Centiferno is a G-Max Move from Pokémon Sword and Shield , exclusive to Centiskorch . Fire type moves turn into G-Max Centiferno during Gigantamax. G-Max Centiferno deals damage and traps opponents, causing them to lose 1 ⁄ 8 of their maximum HP after each turn, for 4-5 turns, like the move Fire Spin ."
301,G-Max Chi Strike,超极巨会心一击,Fighting,—,—,∞,5,"G-Max Chi Strike is a G-Max Move from Pokémon Sword and Shield , exclusive to Machamp . Fighting type moves turn into G-Max Chi Strike during Gigantamax. G-Max Chi Strike deals damage and increases the user's critical hit ratio."
302,G-Max Cuddle,超极巨热情拥抱,Normal,—,—,∞,5,"G-Max Cuddle is a G-Max Move from Pokemon Sword and Shield , exclusive to Eevee . Normal type moves turn into G-Max Cuddle during Gigantamax. G-Max Cuddle deals damage and infatuates all opposite-gender opponents."
303,G-Max Depletion,超极巨劣化衰变,Dragon,—,—,∞,5,"G-Max Depletion is a G-Max Move from Pokémon Sword and Shield , exclusive to Duraludon . Dragon type moves turn into G-Max Depletion during Gigantamax. G-Max Depletion deals damage and reduces the PP of the last move used."
304,G-Max Drum Solo,超极巨狂擂乱打,Grass,—,160,∞,5,"G-Max Drum Solo is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Rillaboom . Grass type moves turn into G-Max Drum Solo during Gigantamax. G-Max Drum Solo deals damage and ignores all effects of the target's Ability. Its base power is always 160 , regardless of the original move selected, but it matches the original category (Physical or Special), like Max Moves."
305,G-Max Finale,超极巨幸福圆满,Fairy,—,—,∞,5,"G-Max Finale is a G-Max Move from Pokemon Sword and Shield , exclusive to Alcremie . Fairy type moves turn into G-Max Finale during Gigantamax. G-Max Finale deals damage and heals Pokémon on the user's side of the field."
306,G-Max Fireball,超极巨破阵火球,Fire,—,160,∞,5,"G-Max Fireball is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Cinderace . Fire type moves turn into G-Max Fireball during Gigantamax. G-Max Fireball deals damage and ignores all effects of the target's Ability. Its base power is always 160 , regardless of the original move selected, but it matches the original category (Physical or Special), like Max Moves."
307,G-Max Foam Burst,超极巨激漩泡涡,Water,—,—,∞,5,"G-Max Foam Burst is a G-Max Move from Pokémon Sword and Shield , exclusive to Kingler . Water type moves turn into G-Max Foam Burst during Gigantamax. G-Max Foam Burst deals damage and lowers the Speed of all opponents by two stages."
308,G-Max Gold Rush,超极巨特大金币,Normal,—,—,∞,5,"G-Max Gold Rush is a G-Max Move from Pokemon Sword and Shield , exclusive to Kantonian Meowth . Normal type moves turn into G-Max Gold Rush during Gigantamax. G-Max Gold Rush deals damage and confuses all opponents. It also earns extra money after the battle."
309,G-Max Gravitas,超极巨天道七星,Psychic,—,—,∞,5,"G-Max Gravitas is a G-Max Move from Pokémon Sword and Shield , exclusive to Orbeetle . Psychic type moves turn into G-Max Gravitas during Gigantamax. G-Max Gravitas deals damage and summons intense gravity for 5 turns, like the move Gravity ."
310,G-Max Hydrosnipe,超极巨狙击神射,Water,—,160,∞,5,"G-Max Hydrosnipe is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Inteleon . Water type moves turn into G-Max Hydrosnipe during Gigantamax. G-Max Hydrosnipe deals damage and ignores all effects of the target's Ability. Its base power is always 160 , regardless of the original move selected, but it matches the original category (Physical or Special), like Max Moves."
311,G-Max Malodor,超极巨臭气冲天,Poison,—,—,∞,5,"G-Max Malodor is a G-Max Move from Pokémon Sword and Shield , exclusive to Garbodor . Poison type moves turn into G-Max Malodor during Gigantamax. G-Max Malodor deals damage and poisons opponents."
312,G-Max Meltdown,超极巨液金熔击,Steel,—,—,∞,5,"G-Max Meltdown is a G-Max Move from Pokémon Sword and Shield , exclusive to Melmetal . Steel type moves turn into G-Max Meltdown during Gigantamax. G-Max Meltdown deals damage and prevents opponents using the same move twice in a row, like Torment ."
313,G-Max One Blow,超极巨夺命一击,Dark,—,—,∞,5,"G-Max One Blow is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Urshifu (Single Strike Style) . Dark type moves turn into G-Max One Blow during Gigantamax. G-Max One Blow deals damage and can hit through Max Guard and any Protect-like move."
314,G-Max Rapid Flow,超极巨流水连击,Water,—,—,∞,5,"G-Max Rapid Flow is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Urshifu (Rapid Strike Style) . Water type moves turn into G-Max Rapid Flow during Gigantamax. G-Max Rapid Flow deals damage and can hit through Max Guard and any Protect-like move."
315,G-Max Replenish,超极巨资源再生,Normal,—,—,∞,5,"G-Max Replenish is a G-Max Move from Pokémon Sword and Shield , exclusive to Snorlax . Normal type moves turn into G-Max Replenish during Gigantamax. G-Max Replenish deals damage and restores berries that have been eaten, so they can be used again."
316,G-Max Resonance,超极巨极光旋律,Ice,—,—,∞,5,"G-Max Resonance is a G-Max Move from Pokemon Sword and Shield , exclusive to Lapras . Ice type moves turn into G-Max Resonance during Gigantamax. G-Max Resonance deals damage and reduces the damage received for 5 turns."
317,G-Max Sandblast,超极巨沙尘漫天,Ground,—,—,∞,5,"G-Max Sandblast is a G-Max Move from Pokémon Sword and Shield , exclusive to Sandaconda . Ground type moves turn into G-Max Sandblast during Gigantamax. G-Max Sandblast deals damage and traps opponents, causing them to lose 1 ⁄ 8 of their maximum HP after each turn, for 4-5 turns, like the move Sand Tomb ."
318,G-Max Smite,超极巨天谴雷诛,Fairy,—,—,∞,5,"G-Max Smite is a G-Max Move from Pokemon Sword and Shield , exclusive to Hatterene . Fairy type moves turn into G-Max Smite during Gigantamax. G-Max Smite deals damage and confuses all opponents."
319,G-Max Snooze,超极巨睡魔降临,Dark,—,—,∞,5,"G-Max Snooze is a G-Max Move from Pokémon Sword and Shield , exclusive to Grimmsnarl . Dark type moves turn into G-Max Snooze during Gigantamax. G-Max Snooze deals damage and makes the opponents drowsy . They will fall asleep on the next turn if not switched out, like the move Yawn ."
320,G-Max Steelsurge,超极巨钢铁阵法,Steel,—,—,∞,5,"G-Max Steelsurge is a G-Max Move from Pokémon Sword and Shield , exclusive to Copperajah . Steel type moves turn into G-Max Steelsurge during Gigantamax. G-Max Steelsurge deals damage and scatters spikes around the opponents which hurts Pokémon switching in, like the move Spikes ."
321,G-Max Stonesurge,超极巨岩阵以待,Water,—,—,∞,5,"G-Max Stonesurge is a G-Max Move from Pokemon Sword and Shield , exclusive to Drednaw . Water type moves turn into G-Max Stonesurge during Gigantamax. G-Max Stonesurge deals damage and scatters sharp rocks around the opponent, like Stealth Rock ."
322,G-Max Stun Shock,超极巨异毒电场,Electric,—,—,∞,10,"G-Max Stun Shock is a G-Max Move from Pokémon Sword and Shield , exclusive to Toxtricity . Electric type moves turn into G-Max Stun Shock during Gigantamax. G-Max Stun Shock deals damage and poisons or paralyzes each opponent."
323,G-Max Sweetness,超极巨琼浆玉液,Grass,—,—,∞,10,"G-Max Sweetness is a G-Max Move from Pokémon Sword and Shield , exclusive to Appletun . Grass type moves turn into G-Max Sweetness during Gigantamax. G-Max Sweetness deals damage and heals any status conditions of the user and its teammates."
324,G-Max Tartness,超极巨酸不溜丢,Grass,—,—,∞,10,"G-Max Tartness is a G-Max Move from Pokémon Sword and Shield , exclusive to Flapple . Grass type moves turn into G-Max Tartness during Gigantamax. G-Max Tartness deals damage and reduces the evasiveness of all opponents."
325,G-Max Terror,超极巨幻影幽魂,Ghost,—,—,∞,10,"G-Max Terror is a G-Max Move from Pokémon Sword and Shield , exclusive to Gengar . Ghost type moves turn into G-Max Terror during Gigantamax. G-Max Terror deals damage and prevents the opponent from switching out."
326,G-Max Vine Lash,超极巨灰飞鞭灭,Grass,—,—,∞,10,"G-Max Vine Lash is a G-Max Move from the Pokemon Sword and Shield Expansion Pass, exclusive to Venusaur . Grass type moves turn into G-Max Vine Lash during Gigantamax. G-Max Vine Lash deals damage and causes all non-Grass type opponents to lose 1 ⁄ 6 of their maximum HP after each turn, for 4 turns."
327,G-Max Volcalith,超极巨炎石喷发,Rock,—,—,∞,10,"G-Max Volcalith is a G-Max Move from Pokémon Sword and Shield , exclusive to Coalossal . Rock type moves turn into G-Max Volcalith during Gigantamax. G-Max Volcalith deals damage for 4 turns."
328,G-Max Volt Crash,超极巨万雷轰顶,Electric,—,—,∞,10,"G-Max Volt Crash is a G-Max Move from Pokemon Sword and Shield , exclusive to Pikachu . Electric type moves turn into G-Max Volt Crash during Gigantamax. G-Max Volt Crash deals damage and paralyzes all opponents."
329,G-Max Wildfire,超极巨地狱灭焰,Fire,—,—,∞,10,"G-Max Wildfire is a G-Max Move from Pokemon Sword and Shield , exclusive to Charizard . Fire type moves turn into G-Max Wildfire during Gigantamax. G-Max Wildfire deals damage and causes all non-Fire type opponents to lose 1 ⁄ 6 of their maximum HP after each turn, for 4 turns."
330,G-Max Wind Rage,超极巨旋风袭卷,Flying,—,—,∞,10,"G-Max Wind Rage is a G-Max Move from Pokemon Sword and Shield , exclusive to Corviknight . Flying type moves turn into G-Max Wind Rage during Gigantamax. G-Max Wind Rage removes the effects of all battlefield hazards, including Reflect , Light Screen , Spikes , and Terrain conditions."
331,Gastro Acid,胃液,Poison,3,—,100,10,"Cancels out the effect of the opponent's Ability. Z-Move effects When a Pokémon is holding Poisonium Z and uses its Z-Power, Gastro Acid turns into Z-Gastro Acid and raises Speed one stage, in addition to its usual effect as above."
332,Gear Grind,齿轮飞盘,Steel,1,50,85,15,"Gear Grind deals damage and will strike twice (with 50 base power each time). Each strike of Gear Grind is treated like a separate attack: Each strike can get a critical hit independently. Abilities that activate on contact ( Static , Weak Armor , Iron Barbs etc.) activate for each strike. If the Sturdy ability, Focus Sash , or Focus Band activates before the final hit, the subsequent hit will still deal damage and therefore cause the opponent to faint. If the first hit breaks a Substitute , the second hit will deal damage to the target Pokémon. The move Counter only counters the final hit, but Bide counters the complete damage."
333,Gear Up,辅助齿轮,Steel,3,—,—,20,"The user engages its gears to raise the Attack and Sp. Atk stats of ally Pokémon with the Plus or Minus Ability. Z-Move effects When a Pokémon is holding Steelium Z and uses its Z-Power, Gear Up turns into Z-Gear Up and raises Special Attack one stage, in addition to its usual effect as above."
334,Genesis Supernova,起源超新星大爆炸,Psychic,2,185,—,1,Genesis Supernova is a Psychic type Z-move exclusive to Mew . It is used with the move Psychic .
335,Geomancy,大地掌控,Fairy,3,—,—,10,"Geomancy charges on the first turn. On the second turn it raises the user's Special Attack, Special Defense and Speed by two stages each. Stats can be raised to a maximum of +6 stages each. Geomancy is the signature move of Xerneas . In battle, rainbow-colored light erupts from the ground around the user."
336,Giga Drain,终极吸取,Grass,2,75,100,10,"Giga Drain deals damage and the user will recover 50% of the HP drained. If the user is holding a Big Root , the move instead recovers 65% of the damage dealt (30% more than normal). If used on a Pokémon with the ability Liquid Ooze , the user instead loses the HP it would have otherwise gained."
337,Giga Impact,终极冲击,Normal,1,150,90,5,"Giga Impact deals damage, but the user must recharge on the next turn (bringing its effective power down to 75 per turn). If the user has the ability Truant , it will recharge in the same turn that it loafs around . Giga Impact is the Physical counterpart to Hyper Beam ."
338,Gigaton Hammer,巨力锤,Steel,1,160,100,5,Cannot be used twice in a row.
339,Gigavolt Havoc,终极伏特狂雷闪,Electric,—,—,—,1,"Gigavolt Havoc is the Electric type Z-Move, introduced in Pokémon Sun/Moon."
340,Glacial Lance,雪矛,Ice,1,120,100,5,"The user attacks by hurling a blizzard-cloaked icicle lance at opposing Pokémon. Changes In Pokémon Legends: Arceus, Glacial Lance has 130 base power."
341,Glaciate,冰封世界,Ice,2,65,95,10,Glaciate deals damage and lowers the target's Speed by one stage. Stats can be lowered to a minimum of -6 stages each.
342,Glaive Rush,巨剑突击,Dragon,1,120,100,5,Attacks from opposing Pokémon during the next turn cannot miss and will inflict double damage.
343,Glare,大蛇瞪眼,Normal,3,—,100,30,"Glare paralyzes the target, if it hits. Paralyzed Pokémon have a 25% chance of not being able to attack, and their Speed is decreased by 50% (75% in Generations 1-6 ). Electric type Pokémon, those with the ability Limber or those behind a Substitute cannot be paralyzed."
344,Glitzy Glow,哗哗气场,Psychic,2,90,100,15,"Glitzy Glow deals damage and reduces damage from Special attacks by 50%, for 5 turns (similar to Light Screen ). Glitzy Glow is an Eevee-exclusive tutor move from Pokémon Let's Go, along with Bouncy Bubble , Buzzy Buzz , Sizzly Slide , Baddy Bad , Sappy Seed , Freezy Frost , and Sparkly Swirl ."
345,Grass Knot,打草结,Grass,2,—,100,20,"Weight (kg) Power 0.1 -   9.9 20 10.0 -  24.9 40 25.0 -  49.9 60 50.0 -  99.9 80 100.0 - 199.9 100 200.0+ 120 Grass Knot inflicts greater damage on heavier opponents , as shown in the table."
346,Grass Pledge,草之誓约,Grass,2,80,100,10,"Grass Pledge deals damage at base power 80 . If a teammate uses Fire Pledge or Water Pledge in the same turn, the moves combine into one attack of base power 160 and added effects appear. The faster Pokémon moves first but waits for the other Pokémon to make their move . When the slower Pledge user moves, the combo attack hits the Pokémon the slower user was targeting. If Grass Pledge is used with Fire Pledge , the move animation shows Fire Pledge and a sea of fire envelops the foe's team is created that damages opponents 1 ⁄ 8 of their maximum HP each turn, for 4 turns. If Grass Pledge is used with Water Pledge , the move animation shows Grass Pledge and a swamp envelops the foe's team that halves the opponents' speed for 4 turns."
347,Grass Whistle,草笛,Grass,3,—,55,15,"Grass Whistle puts the target to sleep, if it hits. Sleeping Pokémon cannot move (with some exceptions such as Snore ). Sleep lasts for 1-3 turns. Pokémon with the abilities Insomnia or Vital Spirit , or those behind a Substitute cannot be put to sleep."
348,Grassy Glide,青草滑梯,Grass,1,55,100,20,"High priority during Grassy Terrain. Changes In Generation 8 , Grassy Glide has 70 base power."
349,Grassy Terrain,青草场地,Grass,3,—,—,10,"Grassy Terrain creates a low-lying grassy field lasting 5 turns, that restores the HP of grounded Pokémon each turn, by 1 ⁄ 16 of their maximum HP. The power of Grass type moves also increases by 50% while in effect, and the moves Earthquake , Magnitude , and Bulldoze halve in power. Grounded Pokémon are simply those that are not raised . Raised Pokémon are any Flying types or those under the effects of Levitate , Magnet Rise or Telekinesis . Full details in glossary . Grassy Terrain is a terrain condition and can coexist at the same time as weather conditions, but not other terrain conditions. The move Nature Power turns into Energy Ball under Grassy Terrain ."
350,Grav Apple,万有引力,Grass,1,80,100,10,Lowers the opponent's Defense stat.							(100% chance)
351,Gravity,重力,Psychic,3,—,—,5,"Prevents moves like Fly and Bounce and the Ability Levitate for 5 turns. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Gravity turns into Z-Gravity and raises Special Attack one stage, in addition to its usual effect as above."
352,Growl,叫声,Normal,3,—,100,40,Growl lowers the target's Attack by one stage. Stats can be lowered to a minimum of -6 stages each.
353,Growth,生长,Normal,3,—,—,20,Growth raises the user's Attack and Special Attack by one stage each. During harsh sunlight it raises each stat by two stages. Stats can be raised to a maximum of +6 stages each.
354,Grudge,怨念,Ghost,3,—,—,5,"If the users faints after using this move, the PP for the opponent's last move is depleted. Z-Move effects When a Pokémon is holding Ghostium Z and uses its Z-Power, Grudge turns into Z-Grudge and makes the Pokémon become the center of attention, in addition to its usual effect as above."
355,Guard Split,防守平分,Psychic,3,—,—,10,"Guard Split averages the user's Defense and Special Defense with those of the target. Stat boosts are not taken into account. For example, if the user's Defense was 100, the opponent's was 200, and the opponent had used Screech on the user, then both Pokémon would end up with 150 Defense. Due to the stat drop, the Guard Split user's effective Defense would now be 75 (instead of the 50 it was originally)."
356,Guard Swap,防守互换,Psychic,3,—,—,10,"User and opponent swap Defense and Special Defense. Z-Move effects When a Pokémon is holding Psychium Z and uses its Z-Power, Guard Swap turns into Z-Guard Swap and raises Speed one stage, in addition to its usual effect as above."
357,Guardian of Alola,巨人卫士・阿罗拉,Fairy,2,—,—,1,"Guardian of Alola is a Z-move exclusive to the guardian deities of Alola - Tapu Koko , Tapu Lele , Tapu Bulu and Tapu Fini . It is used with Nature's Madness . Guardian of Alola cuts the target's HP by 75% of its remaining HP."
358,Guillotine,极落钳,Normal,1,—,30,5,"If it hits, Guillotine is guaranteed to make the opponent faint. Its accuracy increases if the user is a higher level than the target Pokémon, but fails if the target is higher level. Its accuracy (as a percentage) is calculated as below, ignoring all other accuracy and evasion modifiers: This means that if the user and target Pokémon are the same level, Guillotine has 30% accuracy."
359,Gunk Shot,垃圾射击,Poison,1,120,80,5,"Gunk Shot deals damage and has a 30% chance of poisoning the target. Poison or Steel type Pokémon, those with the ability Immunity or those behind a Substitute cannot be poisoned."
360,Gust,起风,Flying,2,40,100,35,"Gust deals damage and can hit Pokémon during the invulnerable stage of Bounce , Fly or Sky Drop - in which case the power is doubled."
361,Gyro Ball,陀螺球,Steel,1,—,100,5,"Gyro Ball inflicts varying damage: the slower the user compared to the opponent, the higher the damage, up to a maximum base power of 150 . The base power is calculated as: For example, if the opponent is twice as fast as the user, Gyro Ball will have base power 50."
362,Hail,冰雹,Ice,3,—,—,10,"Hail creates a hailstorm that lasts for 5 turns and induces these additional effects: All Pokémon lose 1 ⁄ 16 of their max HP at the end of each turn, except Ice types and those with the abilities Ice Body , Magic Guard , Overcoat or Snow Cloak . The move Blizzard ignores accuracy. In Diamond/Pearl only, Blizzard has a 30% chance to break through Protect and Detect . The move Aurora Veil may be used. The power of Solar Beam and Solar Blade decreases by 50%. The moves Synthesis , Morning Sun and Moonlight recover 1 ⁄ 4 of the user's max HP (instead of the usual 1 ⁄ 2 HP). The move Weather Ball changes to Ice type and doubles in power. Pokémon with the ability Ice Body recover 1 ⁄ 16 of their max HP each turn. Pokémon with the ability Slush Rush double their speed. Pokémon with the ability Snow Cloak increase their evasion by 20%. Castform changes to Snowy Form."
363,Hammer Arm,臂锤,Fighting,1,100,90,10,Hammer Arm deals damage but lowers the user's Speed by one stage after attacking. Stats can be lowered to a minimum of -6 stages each.
364,Happy Hour,欢乐时光,Normal,3,—,—,30,"Happy Hour has no battle effect. Instead, it doubles the prize money awarded to the player at the end of the battle. If the Amulet Coin or Luck Incense is held by any Pokémon in battle, and any Pokémon uses Happy Hour during the battle, the prize money is quadrupled. Happy Hour is an event-exclusive move known by Inkay from a Japanese event."
365,Hard Press,,Steel,1,—,100,10,"The target is crushed with an arm, a claw, or the like to inflict damage. The more HP the target has left, the greater the move’s power."
366,Harden,变硬,Normal,3,—,—,30,Harden raises the user's Defense by one stage. Stats can be raised to a maximum of +6 stages each.
